Num_Acc;an;mois;jour;hrmn;lum;agg;int;atm;col;com;adr;gps;lat;long;dep
2,02E+11;18;11;28;1525;1;1;1;8;2;85;LD Jardenat;M;4582424;44139;160
2,02E+11;18;12;10;1500;1;1;1;1;2;85;RN 141 PK 34+376;M;4582424;44139;160
2,02E+11;18;12;17;900;1;1;2;1;3;195;Ld La Taize;M;4586659;46561;160
2,02E+11;18;1;12;1700;1;1;1;1;6;76;Ld Bellevue;M;4597925;41509;160
2,02E+11;18;6;7;1425;1;1;1;1;1;310;;M;4601851;43694;160
2,02E+11;18;6;14;1830;1;1;3;1;2;38;;M;4603398;45735;160
2,02E+11;18;6;30;930;1;1;1;1;6;2;;M;4607026;19741;160
2,02E+11;18;9;21;755;2;1;3;1;3;292;route de Sauze Vaussйe;M;4603408;18009;160
2,02E+11;18;9;28;1610;1;1;2;1;2;400;D26;M;4599488;21679;160
2,02E+11;18;10;19;150;3;1;1;1;7;268;LD Grand Moulin;M;4596990;27648;160
2,02E+11;18;11;16;1645;2;2;1;7;6;292;47 Route d'Aigre;M;4602272;19301;160
2,02E+11;18;12;24;1340;1;1;2;8;3;31;Ld Les Cassettes;M;4599682;25493;160
2,02E+11;18;1;7;550;3;1;1;2;6;139;;M;4679282;146259;360
2,02E+11;18;3;29;2235;3;1;1;1;6;193;LIEU DIT OINCE;M;4687340;136643;360
2,02E+11;18;4;3;1000;1;1;1;1;3;194;LIEU DIT BRISE PAILLE;M;4691330;132712;360
2,02E+11;18;7;12;515;2;1;1;1;6;55;LIEU DIT MAISON CARREAU;M;4698442;114062;360
2,02E+11;18;8;30;1405;1;1;1;1;1;241;;M;4686564;149144;360
2,02E+11;18;9;6;1550;1;1;2;1;3;31;LD LE GRAND CHAVENTON;M;4685000;140891;360
2,02E+11;18;11;15;1930;5;2;1;1;3;194;Rue de Touraine;M;4692995;133843;360
2,02E+11;18;5;25;1235;1;1;1;1;6;88;LD LES MAISONS NEUVES;M;4693999;202306;360
2,02E+11;18;7;12;1301;1;2;1;1;3;88;RUE ROBERT MARECHAL;M;4695760;200677;360
2,02E+11;18;8;6;1345;1;1;1;1;1;195;;M;4698358;208747;360
2,02E+11;18;9;12;1210;1;1;1;1;7;83;LIEU DIT L'HERBAY;M;4708270;188837;360
2,02E+11;18;11;21;835;1;1;2;9;2;190;LIEU DIT ABLENAY;M;4683099;186265;360
2,02E+11;18;1;11;1750;3;1;2;2;3;146;ROUTE DE CLUIS;M;4651160;169571;360
2,02E+11;18;4;20;1700;1;1;3;1;3;236;RD 951B;M;4663220;215768;360
2,02E+11;18;7;3;705;1;1;2;1;3;127;LIEU DIT SAINTONGE;M;4660370;199649;360
2,02E+11;18;8;12;1000;1;1;1;1;7;143;ROUTE DE SARZAY;M;4662571;196960;360
2,02E+11;18;8;24;1115;1;1;2;1;3;17;;M;4673440;204565;360
2,02E+11;18;10;11;1040;1;1;1;7;6;126;LIEU DIT LE POTAVET;M;4646700;174194;360
2,02E+11;18;11;5;1430;1;1;1;1;6;1;LIEU DIT LE VERRET;M;4644082;186882;360
2,02E+11;18;12;17;1845;3;1;1;1;1;146;;M;4652264;170124;360
2,02E+11;18;5;2;1745;1;1;2;1;3;112;;M;4679860;191243;360
2,02E+11;18;6;30;1800;1;2;1;1;7;5;17 RUE GRANDS BUISSONS;M;4673960;182067;360
2,02E+11;18;7;24;1920;1;1;3;1;1;30;;M;4661656;177685;360
2,02E+11;18;10;12;1740;1;2;1;1;6;78;;M;4656213;187105;360
2,02E+11;18;10;28;1738;2;1;9;3;3;30;RD990;M;4663495;175774;360
2,02E+11;18;3;25;1640;1;2;1;1;3;18;RUE AMIRAL BARJOT;M;4662717;108672;360
2,02E+11;18;7;31;100;3;1;1;1;6;18;RD27;M;4665874;112851;360
2,02E+11;18;11;5;1711;1;1;1;2;7;18;D10;M;4661849;111160;360
2,02E+11;18;11;10;1200;1;1;1;2;6;168;LE MOULIN  DRAP;M;4653676;130864;360
2,02E+11;18;11;19;1530;1;1;1;1;1;176;;M;4661291;120158;360
2,02E+11;18;6;1;1415;1;1;1;1;3;42;;M;4666740;147833;360
2,02E+11;18;6;28;925;1;2;1;1;6;81;LE BOURG;M;4651370;159807;360
2,02E+11;18;7;29;1300;1;2;1;1;3;12;MONTCOCU 20 ROCHE DU RIS;M;4647244;159284;360
2,02E+11;18;8;5;800;1;1;1;1;3;231;LIEU DIT MORTAIGUES;M;4673706;166794;360
2,02E+11;18;8;18;1030;1;1;1;7;7;49;LIEU DIT CHAMBORD;M;4651113;142478;360
2,02E+11;18;9;1;200;3;1;1;1;1;154;D927E;M;4659172;154749;360
2,02E+11;18;9;2;900;1;1;1;1;1;62;;M;4648080;161402;360
2,02E+11;18;12;4;2340;3;1;1;2;6;101;;M;4671015;158506;360
2,02E+11;18;12;7;1430;1;1;1;3;1;134;;M;4640140;146577;360
2,02E+11;18;2;3;235;3;1;1;1;6;278;D17 PR4+500;M;4802062;420768;100
2,02E+11;18;7;10;947;1;1;1;1;3;140;N77;M;4809496;386129;100
2,02E+11;18;7;10;1729;1;1;1;1;1;425;RN77;M;4816159;402386;100
2,02E+11;18;7;29;1545;1;2;1;1;6;98;5 rue de la chapelle  ha;M;4797891;407594;100
2,02E+11;18;9;6;745;1;1;1;1;6;80;RD 17;M;4805485;413973;100
2,02E+11;18;9;11;1700;1;1;1;1;7;198;D188;M;4815720;402715;100
2,02E+11;18;10;13;2345;3;1;1;1;6;99;rue des lames - hameau m;M;4801737;394421;100
2,02E+11;18;11;9;810;1;2;2;1;1;373;carrefour rue Ymont et r;M;4820625;399551;100
2,02E+11;18;12;28;45;3;1;1;5;1;425;RN 77;M;4817231;401534;100
2,02E+11;18;5;20;2315;3;1;1;1;7;287;Dйpartementale 960;M;4835856;429176;100
2,02E+11;18;6;20;2330;3;1;1;1;7;162;grande rue;M;4821183;422831;100
2,02E+11;18;6;23;2025;1;1;1;1;1;375;Dйpartementale 619;M;4828657;416401;100
2,02E+11;18;7;10;730;1;1;2;1;1;249;Dйpartementale 619;M;4823931;429859;100
2,02E+11;18;8;1;1400;1;1;1;1;5;332;Dйpartementale 619;M;4828111;418423;100
2,02E+11;18;8;23;2345;3;1;1;1;6;255;RD 143;M;4821579;428606;100
2,02E+11;18;3;1;443;3;1;1;4;1;126;PK108+700;M;4827134;463412;100
2,02E+11;18;4;28;1350;1;1;1;1;6;113;D4;M;4820778;466033;100
2,02E+11;18;6;1;1920;1;1;3;7;3;126;D 619;M;4826651;460852;100
2,02E+11;18;7;30;1720;1;2;7;7;3;401;Place de la mairie;M;4823770;446563;100
2,02E+11;18;9;8;1635;1;1;1;1;6;76;D 12;M;4813990;467567;100
2,02E+11;18;9;29;1200;1;1;1;1;3;33;Chemin de Fontaine;M;4821553;470607;100
2,02E+11;18;10;22;1345;1;1;1;1;7;113;D201;M;4819803;466431;100
2,02E+11;18;10;31;1109;1;1;1;1;3;32;RD 396;M;4816792;477534;100
2,02E+11;18;12;15;443;5;2;1;1;7;401;5 avenue de l'armйe Lecl;M;4823746;446450;100
2,02E+11;18;2;12;930;1;2;2;1;3;170;route dйpartementale 70;M;4802842;443069;100
2,02E+11;18;3;25;1300;1;2;3;1;5;358;boulevard Franзois Mothr;M;4816674;422410;100
2,02E+11;18;4;21;2330;3;1;1;1;7;418;Route dйpartementale D44;M;4808297;428817;100
2,02E+11;18;6;4;1600;1;1;1;1;6;119;route dйpartementale 67;M;4804449;467010;100
2,02E+11;18;6;12;1500;1;1;1;1;6;199;chemin de gogo;M;4806304;451024;100
2,02E+11;18;6;30;1905;1;1;1;1;7;45;RD 135;M;4817653;445580;100
2,02E+11;18;7;3;1845;1;2;1;1;7;55;Rue du gravely;M;4813002;435782;100
2,02E+11;18;7;11;345;5;2;1;1;6;437;rue roger dossot;M;4813311;433121;100
2,02E+11;18;7;16;1425;1;2;1;1;7;34;45 avenue Paul Portier;M;4811389;437684;100
2,02E+11;18;7;21;1629;1;2;1;1;6;317;35 rue du gйnйral De Gau;M;4799196;436548;100
2,02E+11;18;7;29;230;3;1;1;1;7;34;RD671;M;4812428;436581;100
2,02E+11;18;8;9;1600;1;1;1;1;1;213;Route Dйpartementale 433;M;4816815;442177;100
2,02E+11;18;10;18;715;2;1;1;5;1;399;D671;M;4817951;420274;100
2,02E+11;18;10;25;650;5;2;2;1;1;399;route Dйpartementale 185;M;4817930;419644;100
2,02E+11;18;11;6;2030;5;2;1;1;6;432;11 grande rue;M;4806325;425108;100
2,02E+11;18;11;19;1150;1;2;1;1;5;34;Faubourg de champagne;M;4811493;437638;100
2,02E+11;18;12;9;700;2;1;3;2;7;232;D167;M;4808681;440099;100
2,02E+11;18;12;21;2015;5;2;1;3;6;261;RD 671;M;4798285;449638;100
2,02E+11;18;7;8;1930;1;2;1;1;1;193;avenue Patton;M;4842692;440998;100
2,02E+11;18;10;25;1445;1;1;3;1;3;345;RD 396/RD124;M;4841233;452116;100
2,02E+11;18;12;7;1611;2;1;2;3;3;345;D396 intersection D124;M;4841228;452121;100
2,02E+11;18;3;6;1900;2;2;1;1;7;370;CD 52;M;4839844;349674;100
2,02E+11;18;3;7;1250;1;1;2;2;3;231;d619/d40;M;4850853;343327;100
2,02E+11;18;3;12;2205;3;1;1;1;6;106;RD951;M;4845907;341130;100
2,02E+11;18;3;25;2125;3;1;1;1;7;31;Dйpartementale 52;M;4857656;356797;100
2,02E+11;18;5;7;800;1;1;1;1;1;231;RD 619;M;4851056;344169;100
2,02E+11;18;6;11;530;2;2;1;1;1;298;D52;M;4850903;360499;100
2,02E+11;18;6;10;2000;1;1;1;1;7;308;chemin communal lieu dit;M;4834030;378554;100
2,02E+11;18;6;23;1850;1;1;1;1;3;291;RD 52;M;4857578;358280;100
2,02E+11;18;8;3;530;3;1;1;1;6;420;RD 951;M;4859427;354766;100
2,02E+11;18;8;12;130;5;2;1;1;6;298;D619;M;4850931;359620;100
2,02E+11;18;9;9;1445;1;1;1;1;7;298;D52;M;4852828;359586;100
2,02E+11;18;2;19;1050;1;1;1;1;6;392;RD619;M;4846977;388300;100
2,02E+11;18;2;21;130;5;2;1;1;6;151;RD619;M;4842329;391893;100
2,02E+11;18;3;11;1930;3;2;6;1;6;323;avenue philippe Seguin;M;4851546;374080;100
2,02E+11;18;3;13;1245;1;2;1;1;7;144;RD 373;M;4856172;386988;100
2,02E+11;18;4;6;1315;1;1;1;1;6;75;D 98;M;4862043;403775;100
2,02E+11;18;4;6;2110;2;1;1;1;2;52;d 134;M;4859371;392148;100
2,02E+11;18;4;18;2325;5;2;3;1;6;341;8 Route de paris;M;4851612;365309;100
2,02E+11;18;4;19;930;1;2;2;7;3;323;rue pierre brossolette;M;4850955;372435;100
2,02E+11;18;5;15;1655;1;2;4;1;1;280;42 Route nationale;M;4848942;373214;100
2,02E+11;18;5;25;1545;1;2;9;1;2;323;118 rue aristide briand;M;4851089;371494;100
2,02E+11;18;6;6;2250;3;1;1;8;6;271;RD 96;M;4846285;377921;100
2,02E+11;18;7;8;1910;1;1;1;1;3;323;D440;M;4851057;372573;100
2,02E+11;18;7;11;1557;1;2;8;1;3;368;D159;M;4840761;394826;100
2,02E+11;18;7;20;1410;1;2;1;1;6;323;214 rue Emile Zola;M;4849871;372932;100
2,02E+11;18;7;31;1640;1;1;4;1;7;351;D 33;M;4844801;371302;100
2,02E+11;18;11;23;1950;2;1;1;3;6;233;D7;M;4851903;391202;100
2,02E+11;18;12;31;1825;3;1;1;1;6;220;route dйpartementale 619;M;4850051;380101;100
2,02E+11;18;3;12;1525;1;1;1;1;6;241;LE FANGEAS;M;4496550;384444;430
2,02E+11;18;3;29;1300;1;1;1;1;6;84;;M;4497360;386826;430
2,02E+11;18;4;22;1750;1;1;1;1;6;45;LIEU-DIT CLARY;M;4503050;384601;430
2,02E+11;18;4;24;2300;5;2;1;1;6;77;;M;4488960;384804;430
2,02E+11;18;4;28;320;3;1;1;1;7;42;LIEU-DIT LES PRADES;M;4494800;382212;430
2,02E+11;18;5;5;1825;1;1;1;1;1;154;;M;4477450;386861;430
2,02E+11;18;5;11;1630;1;1;1;1;3;42;LE BOURG;;;;430
2,02E+11;18;8;15;1045;1;1;3;1;2;215;;M;4478790;389588;430
2,02E+11;18;8;25;1730;1;1;1;1;6;176;;M;4498250;368905;430
2,02E+11;18;9;2;600;3;1;1;1;6;240;CHASSILHAC;M;4495770;384829;430
2,02E+11;18;10;11;1345;1;2;1;1;6;39;LIEU DIT USSEL;M;4488750;388222;430
2,02E+11;18;11;12;1330;1;2;1;1;3;5;LIEU DIT GOURLONG;M;4492270;367832;430
2,02E+11;18;2;6;1445;1;2;1;4;2;150;;M;4509930;406173;430
2,02E+11;18;3;10;600;3;1;1;2;6;194;;M;4508090;405234;430
2,02E+11;18;4;2;1750;1;1;1;1;6;210;LIEU-DIT LES SALLES;;;;430
2,02E+11;18;4;27;1615;1;1;1;1;6;53;LIEU-DIT BOUSSOULET;;;;430
2,02E+11;18;5;20;1730;1;1;1;1;6;91;LIEU-DIT LE THEUIL;M;4492780;408229;430
2,02E+11;18;6;5;1415;1;1;1;2;6;135;SAINT VICTOR;M;4492540;397661;430
2,02E+11;18;7;1;1500;1;1;1;1;6;156;LE BOURG;M;4490170;403041;430
2,02E+11;18;7;25;1125;1;1;3;1;2;218;;M;4503690;404739;430
2,02E+11;18;8;10;940;1;1;1;5;6;47;;M;4494730;392764;430
2,02E+11;18;10;13;1725;1;2;1;1;6;190;RUE DE MONTFARON;;;;430
2,02E+11;18;10;21;1000;1;1;1;1;6;190;ZI SAINT GERMAIN LAPRADE;;;;430
2,02E+11;18;11;9;1300;1;1;1;2;6;10;FAURE;M;4500990;395055;430
2,02E+11;18;12;15;535;3;1;1;1;1;218;LIEU DIT CELLIER;M;4506377;402346;430
2,02E+11;18;2;16;2100;3;1;2;5;3;23;LIEU-DIT LA TUILLERIE;M;4528290;383598;430
2,02E+11;18;3;24;1655;1;1;1;1;7;26;LIEU-DIT UFFOUR;M;4519590;382167;430
2,02E+11;18;3;26;1250;1;1;1;1;5;152;VERS BEAUBAC;M;4506860;388608;430
2,02E+11;18;5;8;1740;1;1;1;1;7;165;ROUTE DU PUY;M;4512890;397392;430
2,02E+11;18;5;9;1810;1;1;1;1;6;124;ROUTE DE VAURES;M;4509100;374549;430
2,02E+11;18;6;28;1440;1;1;1;1;6;165;LES ROUCHASSOUX - D7;M;4514150;400861;430
2,02E+11;18;7;4;1326;1;1;1;1;1;152;;M;4507310;386349;430
2,02E+11;18;7;26;1445;1;1;1;1;3;119;LES PRES D EMBLAVEZ;M;4512190;391998;430
2,02E+11;18;8;1;1245;1;1;1;1;3;181;LE COUDERT;M;4509000;402125;430
2,02E+11;18;8;18;230;3;1;1;1;6;152;;M;4506880;388660;430
2,02E+11;18;8;21;1825;1;1;1;2;3;32;;M;4506640;398582;430
2,02E+11;18;8;23;1626;1;1;1;1;6;26;LIEU-DIT LA MONGE;M;4523170;379864;430
2,02E+11;18;9;23;555;2;2;1;1;6;152;LIEU DIT LES ESTREYS;M;4506950;382132;430
2,02E+11;18;10;23;750;2;1;1;1;1;216;LIEU DIT BOURBOUILLOUX;M;4513160;380226;430
2,02E+11;18;12;14;2030;5;2;3;1;3;216;avenue Ruessium;M;4513702;381402;430
2,02E+11;18;1;20;1930;3;1;1;1;6;112;AV DE L EUROPE;M;4511070;349400;430
2,02E+11;18;2;3;1930;3;1;4;1;1;264;LIEU-DIT GRAND CHAMP;M;4522960;339622;430
2,02E+11;18;4;18;1530;1;1;1;1;6;132;LIEU-DIT TRUCHON;M;4513440;349696;430
2,02E+11;18;5;18;945;1;1;3;1;3;112;RUE DE LA MARGERIDE;M;4509020;349444;430
2,02E+11;18;6;7;1640;1;1;1;8;1;44;;M;4516840;345526;430
2,02E+11;18;6;27;1615;1;1;1;1;7;60;VERS LA PENIDE;M;4503020;354108;430
2,02E+11;18;8;12;1645;1;1;1;1;7;112;LIEU-DIT L ESTIVAL;M;4507050;345504;430
2,02E+11;18;10;20;2045;3;1;1;1;1;245;;M;4485690;359247;430
2,02E+11;18;10;22;1009;1;2;2;1;3;112;RUE AMPERE - RUE CHARCOT;;;;430
2,02E+11;18;10;22;1524;1;1;3;1;3;132;LIEU DIT BOISSET;M;4510610;352288;430
2,02E+11;18;11;6;1630;1;1;1;1;1;132;;M;4512880;349575;430
2,02E+11;18;12;8;1915;3;1;1;1;6;132;LES CLASTRES;M;4510610;351234;430
2,02E+11;18;1;28;330;3;2;1;1;6;185;1 HLM LES SARALIERES;;;;430
2,02E+11;18;3;12;2115;3;1;3;2;3;120;STATION SERVICE TOTAL;M;4537360;329016;430
2,02E+11;18;7;4;1200;1;1;1;1;1;185;;;;;430
2,02E+11;18;9;6;1730;1;1;1;1;1;185;;M;4541230;330678;430
2,02E+11;18;10;17;1820;1;1;1;1;4;120;;M;4537210;329346;430
2,02E+11;18;11;13;725;3;2;1;3;6;38;ARVANT;M;4536420;330972;430
2,02E+11;18;12;4;820;1;1;1;1;1;261;PONT DE LA CENTRALE;;;;430
2,02E+11;18;1;31;5;3;1;1;1;1;268;VERS ECHANG VILLENEUVE;M;4514670;411542;430
2,02E+11;18;3;11;1125;1;1;1;1;1;268;LIEU-DIT LES GRANGES;M;4513100;409719;430
2,02E+11;18;5;11;2000;2;2;1;1;6;162;PLACE DE LA REPUBLIQUE;;;;430
2,02E+11;18;5;14;2020;2;1;1;2;7;268;LES CHAMPS DES CAYRES;M;4511990;415198;430
2,02E+11;18;6;9;1235;1;2;1;1;7;162;CHEMIN DU CAMPING;;;;430
2,02E+11;18;7;1;1145;1;1;1;1;1;25;LIEU-DIT PIROLLES;M;4528060;411064;430
2,02E+11;18;7;25;1005;1;1;1;1;1;268;;M;4515820;408518;430
2,02E+11;18;9;11;1220;1;1;1;1;1;268;MARHNAC BAS;M;4515830;408464;430
2,02E+11;18;10;9;1655;1;2;1;1;6;268;BD SAINT PIERRE;;;;430
2,02E+11;18;10;29;1445;1;1;1;4;1;102;;M;4516910;418871;430
2,02E+11;18;1;18;547;3;1;1;1;1;137;VERS ECHANG VILLENEUVE;M;4530120;423227;430
2,02E+11;18;2;18;630;3;1;1;2;6;212;;M;4536950;395713;430
2,02E+11;18;3;17;445;3;1;1;2;6;137;ECHANGEUR GRANGEVALAT;M;4527830;416474;430
2,02E+11;18;5;12;1135;1;1;1;1;6;137;;M;4527860;416037;430
2,02E+11;18;7;15;2000;2;2;6;8;3;20;;M;4530530;411446;430
2,02E+11;18;7;26;845;1;1;1;1;1;12;LES SAIGNES;;;;430
2,02E+11;18;9;23;1845;1;1;1;1;2;12;ROUTE DE FIRMINY;M;4538010;422179;430
2,02E+11;18;9;28;1115;1;2;1;7;3;12;ROUTE DE SAINT PAUL;;;;430
2,02E+11;18;10;27;930;1;2;1;2;6;137;AVENUE DE LA LIBERATION;;;;430
2,02E+11;18;12;19;1915;5;2;1;1;6;12;15 route de saint paul;M;4537897;421865;430
2,02E+11;18;3;3;1610;1;1;1;1;6;213;LIEU-DIT COLLANGE;;;;430
2,02E+11;18;3;16;1200;1;1;1;1;6;184;665 RUE DE FIRMINY;;;;430
2,02E+11;18;4;1;1830;1;1;1;1;1;205;LIEU DIT LE PATRE;M;4533120;435307;430
2,02E+11;18;6;17;1920;1;1;1;1;6;184;VERS PONT DE ROCHAIN;M;4534420;425212;430
2,02E+11;18;6;26;730;1;1;1;1;6;236;ROUTE LES SAINT MARTIN;M;4527720;425862;430
2,02E+11;18;7;5;1145;1;1;1;1;2;184;RN 88;M;4536690;426792;430
2,02E+11;18;7;3;1800;1;1;1;1;5;227;;M;4529070;432775;430
2,02E+11;18;7;22;310;3;1;1;1;1;213;;M;4522570;429038;430
2,02E+11;18;11;9;1930;4;1;1;2;6;224;DESCENTE DE VAUBARLET;M;4522280;420167;430
2,02E+11;18;11;16;1700;2;1;1;1;6;213;LIEU DIT LA ROCHE;;;;430
2,02E+11;18;12;1;515;3;1;3;5;6;236;CARREF DE LA PREVAUDIERE;M;4528270;425718;430
2,02E+11;18;2;2;1550;1;1;1;1;3;244;;M;4511790;427394;430
2,02E+11;18;4;21;1730;1;1;1;1;7;244;LES PLAYNES;;;;430
2,02E+11;18;5;22;750;1;2;1;1;6;51;9 ROUTE DE TENCE;M;4505990;430106;430
2,02E+11;18;6;7;1700;1;2;1;2;6;244;RUE SAINT ETIENNE;M;4511740;428810;430
2,02E+11;18;6;7;1220;1;1;1;1;1;244;LIEU-DIT GARDAILLAC;M;4510670;430606;430
2,02E+11;18;7;16;245;3;1;1;1;6;51;RD 185 - PK/PR 3 + 200;M;4508970;431326;430
2,02E+11;18;8;17;1540;1;2;1;1;6;87;33 RUE DE LA CROIX;;;;430
2,02E+11;18;9;8;1420;1;1;1;1;1;142;LIEU DIT LA BETHE;M;4516440;436810;430
2,02E+11;18;9;15;1600;1;1;1;1;6;114;LIEU DIT MAZALIBRAND;M;4516880;421206;430
2,02E+11;18;9;23;50;3;1;1;1;6;114;LIEU DIT MONTJUVIN;M;4516370;422665;430
2,02E+11;18;10;28;1430;1;1;1;5;6;87;LES CHANEAUX;M;4521070;432099;430
2,02E+11;18;1;1;1235;1;1;1;3;7;18;Lieu-dit Terrieux;M;4703863;261498;180
2,02E+11;18;2;14;1753;2;1;1;1;1;18;Dйpartementale 976;M;4703542;261784;180
2,02E+11;18;3;16;1140;1;1;1;2;2;286;route de Baugy;M;4707443;278067;180
2,02E+11;18;5;6;50;4;2;1;1;6;184;Route de Jussy le Chaudr;M;4710065;293370;180
2,02E+11;18;5;17;1845;1;1;1;1;3;18;RD976;M;4703972;258380;180
2,02E+11;18;9;8;1550;1;1;1;1;2;139;RD 920 - PR 37 + 500;M;4706941;297338;180
2,02E+11;18;9;10;2005;3;1;1;1;6;215;RD 48 - PR 7 + 42;M;4701599;290672;180
2,02E+11;18;9;18;1720;1;1;1;1;2;247;Route de Nohant;M;4705470;256787;180
2,02E+11;18;9;20;515;3;1;1;1;7;92;Route de BRECY D157;M;4708488;265049;180
2,02E+11;18;10;26;1710;1;1;1;8;7;139;D45 pk 14;M;4707805;300823;180
2,02E+11;18;11;3;1650;1;2;1;1;6;174;D46 - Lieu dit Beaujardi;M;4706979;251910;180
2,02E+11;18;12;11;625;3;1;1;1;6;105;RD 53;M;4709754;274864;180
2,02E+11;18;12;18;800;1;1;1;8;5;75;LIEU DIT LES ROUESSES;M;4701911;305673;180
2,02E+11;18;1;3;1100;1;1;1;6;3;3;lieu dit les poirioux;M;4718017;254334;180
2,02E+11;18;1;27;1810;5;2;2;1;3;109;RUE DE BOURGOGNE;M;4730348;252557;180
2,02E+11;18;1;26;1835;2;1;1;2;6;206;D68;M;4717976;232863;180
2,02E+11;18;2;27;1345;1;1;1;1;6;4;Lieu-dit Haute brune;M;4721954;234950;180
2,02E+11;18;5;7;1600;1;1;1;1;6;3;COULANGES;M;4720493;257783;180
2,02E+11;18;5;17;1645;1;2;1;1;3;109;Route de la Chapelotte;M;4730566;253171;180
2,02E+11;18;5;31;1115;1;1;1;1;6;4;PK 46 +120 RD 944;M;4721500;232110;180
2,02E+11;18;6;15;1040;1;1;3;2;3;206;"Lieu dit ""Le Vernay""";M;4714299;234012;180
2,02E+11;18;6;20;1010;1;2;1;1;6;211;route de paris;M;4720212;242412;180
2,02E+11;18;6;28;1345;1;1;1;1;1;109;RD 22 PR 20+750;M;4729861;253698;180
2,02E+11;18;7;22;530;2;2;4;1;6;3;rue du quatre septembre;M;4720040;257130;180
2,02E+11;18;7;25;1230;1;2;1;1;7;151;Route des Aix;M;4723741;267950;180
2,02E+11;18;8;10;2200;3;1;1;1;7;4;D56;M;4722679;230485;180
2,02E+11;18;8;11;2210;5;2;2;1;6;3;24 rue des platanes;M;4719501;256358;180
2,02E+11;18;9;14;545;3;2;1;1;6;202;RD 955 PK 32+750;M;4721896;263560;180
2,02E+11;18;11;16;900;1;1;1;1;2;109;RD 22 PK 26+500;M;4729861;253698;180
2,02E+11;18;12;1;1045;1;1;1;2;6;223;D58 PR 14 lieu dit la pe;M;4720708;238172;180
2,02E+11;18;12;12;750;1;2;1;1;3;97;8 route de menetou salon;M;4713900;243447;180
2,02E+11;18;1;13;2000;5;2;2;1;3;209;Lieu dit Beauchezal;M;4668353;249093;180
2,02E+11;18;2;5;1215;1;2;3;1;3;197;RUE DUMAS;M;4672543;251201;180
2,02E+11;18;4;15;1200;1;2;6;7;4;197;Rond point de l'abattoir;M;4672714;250028;180
2,02E+11;18;5;3;800;1;1;1;2;3;169;RD 925;M;4672489;244771;180
2,02E+11;18;6;4;850;1;2;1;1;7;197;24 Rue grenouillиre;M;4672036;251215;180
2,02E+11;18;6;23;1930;2;2;1;1;6;197;44  rue Jean Jaurиs;M;4672518;249561;180
2,02E+11;18;7;31;1856;1;1;2;1;3;276;lieu-dit les lombards;M;4673884;269599;180
2,02E+11;18;9;29;10;3;1;1;1;6;69;Route dйpartementale 101;M;4670012;255653;180
2,02E+11;18;11;23;740;2;2;1;5;6;197;26 avenue du Marйchal Fo;M;4671563;250642;180
2,02E+11;18;2;11;830;3;1;1;2;6;83;Lieu dit Mazeres;M;4654002;235331;180
2,02E+11;18;4;15;1145;1;1;1;1;6;225;"""La gaietй""";M;4657917;230499;180
2,02E+11;18;5;19;1600;1;1;2;1;6;127;Chassepain;M;4675384;221248;180
2,02E+11;18;6;8;755;2;2;1;1;7;89;rue du moulin;M;4655572;258047;180
2,02E+11;18;7;9;1200;1;1;2;1;5;57;carrefour 70 - 943;M;4655462;220678;180
2,02E+11;18;8;15;1010;1;1;2;1;6;216;"""les cotillons""";M;4676829;212248;180
2,02E+11;18;8;28;1400;1;1;1;1;3;57;RD943 PK13+985;M;4655754;221204;180
2,02E+11;18;9;25;900;1;1;1;1;6;83;lieu dit l'oiseliиre;M;4655940;232433;180
2,02E+11;18;10;19;730;2;1;3;5;3;83;Route de Montluзon;M;4654699;235380;180
2,02E+11;18;1;11;1325;1;1;1;1;6;73;C2  route de Sainte Luna;M;4690631;232368;180
2,02E+11;18;2;8;2320;3;1;1;8;1;218;Dйpartementale 2076. PK;M;4699469;251051;180
2,02E+11;18;2;19;1620;1;1;1;1;5;87;D953;M;4690438;256458;180
2,02E+11;18;3;17;1145;1;2;9;1;6;87;14 bis route de Bourges;M;4689370;256890;180
2,02E+11;18;5;7;1130;1;2;3;1;3;58;rue de la chaussйe;M;4685735;231789;180
2,02E+11;18;6;22;1831;1;1;1;1;1;121;Rd 2076;M;4692174;264634;180
2,02E+11;18;7;26;1730;1;1;1;1;3;40;RD 2076;M;4692797;261204;180
2,02E+11;18;7;31;1950;1;2;1;1;3;87;43 route de Chateauneuf;M;4688007;255839;180
2,02E+11;18;8;12;1535;1;1;1;7;6;268;Lieu dit Le Fleuret;M;4683635;242727;180
2,02E+11;18;9;19;1335;1;1;1;1;1;289;RD 2076;M;4694221;258124;180
2,02E+11;18;9;23;215;3;1;1;1;6;63;D2144;M;4687021;241801;180
2,02E+11;18;10;10;1000;1;1;1;1;1;218;RD2076;M;4699766;250667;180
2,02E+11;18;10;9;1145;1;2;1;1;2;126;Rue de la Bardonnerie;M;4692565;240695;180
2,02E+11;18;11;12;1930;3;1;1;2;1;121;RD2076;M;4692272;264259;180
2,02E+11;18;12;3;711;2;1;1;2;1;63;lieu dit coudron;M;4685589;242019;180
2,02E+11;18;3;24;105;5;2;1;1;6;155;La bruyиre;M;4681835;302827;180
2,02E+11;18;6;27;1150;1;1;3;1;2;195;la rencontre;M;4684566;286480;180
2,02E+11;18;7;4;1050;1;2;1;1;6;242;rue du 8 mai 1945;M;4682905;292495;180
2,02E+11;18;7;27;740;1;1;1;1;1;196;Rd951;M;4676287;281808;180
