Num_Acc;an;mois;jour;hrmn;lum;agg;int;atm;col;com;adr;gps;lat;long;dep
2,02E+11;18;5;16;1730;1;2;1;1;2;40;38  ARISTIDE BRIAND;M;4882100;225924;920
2,02E+11;18;5;27;1521;1;2;2;1;1;40;GENERAL DE GAULLE (AVE D;M;4881650;227494;920
2,02E+11;18;5;30;2000;1;2;1;1;4;40;12  VOLTAIRE (BOULEVARD);M;4882837;227883;920
2,02E+11;18;6;8;1843;1;2;1;1;2;40;7  JEAN-PIERRE TIMBAUD;M;;;920
2,02E+11;18;4;6;1355;1;2;1;1;2;40;26  JEAN JACQUES ROUSSEA;M;4225222;226526;920
2,02E+11;18;7;1;1515;1;2;1;1;6;40;54  RODIN (BOULEVARD);M;4882198;226999;920
2,02E+11;18;7;6;1220;1;2;1;1;7;40;00  ARISTIDE BRIAND;M;;;920
2,02E+11;18;7;18;857;1;2;1;1;6;40;GALLIENI (BOULEVARD);M;4883257;226721;920
2,02E+11;18;7;19;1850;1;2;1;1;3;40;196  STALINGRAD (QUAI DE;M;4882297;225403;920
2,02E+11;18;7;20;1820;1;2;1;2;6;40;DOCTEUR LOMBARD (DU);M;4881900;225100;920
2,02E+11;18;7;31;1715;1;2;1;1;2;40;FRERES VOISIN (BOULEVARD;M;;;920
2,02E+11;18;5;2;2033;2;2;1;2;6;40;rue du passeur de boulog;M;4225560;225620;920
2,02E+11;18;8;1;1900;1;2;1;1;2;40;PAIX (AVENUE DE LA);M;4881800;227000;920
2,02E+11;18;8;30;2010;1;2;1;1;5;40;RODIN (BOULEVARD);M;4881760;225610;920
2,02E+11;18;8;27;1935;1;2;1;1;3;40;ROUGET DE L'ISLE;M;4882867;226493;920
2,02E+11;18;9;3;940;1;2;1;1;6;40;STALINGRAD (QUAI DE);M;4882835;226037;920
2,02E+11;18;9;4;1350;1;2;1;1;3;40;GALLIENI (BOULEVARD);M;;;920
2,02E+11;18;9;18;1330;1;2;9;2;7;40;ROUGET DE L'ISLE;M;;;920
2,02E+11;18;9;19;1710;1;2;1;1;2;40;ERNEST RENAN;M;4882911;228282;920
2,02E+11;18;9;25;1044;1;2;1;1;6;40;GAMBETTA (BOULEVARD);M;4882734;227745;920
2,02E+11;18;9;25;1805;1;2;2;1;1;40;GALLIENI (BOULEVARD);M;4883144;226720;920
2,02E+11;18;9;28;725;2;2;2;1;6;40;JULES GUESDES;M;;;920
2,02E+11;18;10;2;1447;1;2;1;1;2;40;STALINGRAD (QUAI DE);M;4882523;225491;920
2,02E+11;18;10;4;754;1;2;1;1;3;40;VERDUN (AVENUE DE) DU 15;M;4881857;225267;920
2,02E+11;18;10;6;1830;1;2;2;1;3;40;VERDUN (AVENUE DE) DU 11;M;4882238;226306;920
2,02E+11;18;10;11;1712;1;2;1;1;2;40;ROUGET DE L'ISLE;M;4882927;226325;920
2,02E+11;18;10;15;1537;1;2;1;1;3;40;QUATRE SEPTEMBRE (DU);M;4882843;228571;920
2,02E+11;18;11;4;900;1;2;1;1;2;40;STALINGRAD (QUAI DE);M;4882328;225475;920
2,02E+11;18;11;6;2220;5;2;3;1;3;40;HOCHE;M;4882442;227076;920
2,02E+11;18;11;19;1700;2;2;1;1;3;40;VERDUN (AVENUE DE) DU 11;M;4881900;225440;920
2,02E+11;18;11;21;900;1;2;7;1;7;40;RESISTANCE (PLACE DE LA);M;4882118;225077;920
2,02E+11;18;11;22;800;2;2;1;5;6;40;PAIX (AVENUE DE LA);M;4891900;226900;920
2,02E+11;18;11;26;800;2;2;1;1;6;40;VERDUN (AVENUE DE) DU 83;M;4881875;224475;920
2,02E+11;18;11;27;905;1;2;1;1;7;40;PIERRE BROSSOLETTE;M;;;920
2,02E+11;18;11;27;1145;1;2;3;1;3;40;HORACE VERNET;M;;;920
2,02E+11;18;11;27;1712;5;2;1;2;6;7;ROSSINI (RUE);M;4880368;231477;920
2,02E+11;18;11;29;845;1;2;1;1;6;40;GABRIEL PERI;M;4881929;227442;920
2,02E+11;18;12;3;120;5;2;1;1;6;40;GALLIENI (BOULEVARD);M;4883402;226710;920
2,02E+11;18;12;7;2015;5;2;1;8;4;40;J.F KENNEDY (PLACE);M;4882080;226371;920
2,02E+11;18;12;18;1740;5;2;1;1;3;40;RODIN (BOULEVARD);M;4881986;226066;920
2,02E+11;18;12;19;1210;1;2;1;2;6;40;VOLTAIRE (BOULEVARD);M;4882682;227950;920
2,02E+11;18;12;21;1440;1;2;1;1;2;48;GARDES (ROUTE DES) N° 55;M;4881696;222796;920
2,02E+11;18;12;21;2035;5;2;2;1;3;12;CHARLES DE GAULLE (AVENU;M;4884837;227320;920
2,02E+11;18;1;10;750;5;2;3;2;6;44;  J. GUESDE(RUE) 1A23 ET;M;4889229;229350;920
2,02E+11;18;1;11;1800;2;2;2;1;3;44;9  J. GUESDE(RUE) 1A23 E;M;4889276;228547;920
2,02E+11;18;1;15;1936;2;2;3;2;6;44;33  ERNEST COGNACQ(RUE);M;4889698;227622;920
2,02E+11;18;1;16;1433;1;2;1;2;3;44;2  BINEAU (BOULEVARD);M;4889276;228547;920
2,02E+11;18;1;19;2150;5;2;1;1;2;44;67  JEAN JAURES(RUE) 57A;M;4889276;228547;920
2,02E+11;18;12;17;1745;2;2;2;1;6;44;ED.VAILLANT(RUE) 75A117;M;4889276;228547;920
2,02E+11;18;10;4;1830;1;2;3;1;3;44;J. GUESDE(RUE) 1A23 ET2A;M;4889276;228547;920
2,02E+11;18;2;1;1545;1;2;9;2;2;44;45  MICHELET (QUAI) 32 A;M;4890047;228547;920
2,02E+11;18;2;21;1053;1;2;1;1;3;51;53  VICTOR HUGO (BOULEVA;M;4888758;227953;920
2,02E+11;18;1;23;1830;2;2;1;1;6;44;110  VIC. HUGO(RUE)077A0;M;4889276;228547;920
2,02E+11;18;2;26;2230;5;2;2;1;6;44;02  LOUIS ROUQUIER(RUE);M;4889276;228547;920
2,02E+11;18;1;18;1030;1;2;1;2;6;44;75  ANA. FRANCE(RUE)1A75;M;4889276;228547;920
2,02E+11;18;1;19;1110;1;2;2;1;3;44;86  BAUDIN (RUE)85 + ET;M;4889276;228547;920
2,02E+11;18;2;26;800;1;2;3;1;3;44;114  LOUIS ROUQUIER (RUE;M;4889276;228547;920
2,02E+11;18;1;12;1850;5;2;2;1;6;44;  KLEBER (RUE);M;4889276;228547;920
2,02E+11;18;3;19;1910;5;2;7;1;3;44;0  ONZE NOVEMBRE 1918 (P;M;4889276;228547;920
2,02E+11;18;3;15;1620;1;2;6;1;3;44;27  MICHELET(QUAI) 2 A 3;M;4889276;228547;920
2,02E+11;18;3;27;817;1;2;3;2;6;44;23 HENRI BARBUSSE (RUE);M;4889276;228547;920
2,02E+11;18;2;17;1610;1;2;1;1;6;44;25  CARNOT(RUE)1A41 ET 2;M;4889276;228547;920
2,02E+11;18;4;6;1914;2;2;1;1;3;44;FACE AU121  DANTON(RUE)7;M;4889276;228547;920
2,02E+11;18;4;17;1645;1;2;2;1;3;44;30  MICHELET(QUAI) 2 A 3;M;4889276;228547;920
2,02E+11;18;4;14;1414;1;2;9;1;3;44;4  PDT WILSON(RUE)23A49;M;4889276;228547;920
2,02E+11;18;5;6;1440;1;2;3;1;3;44;CAMILLE PELLETAN(RUE)17;M;4889276;228547;920
2,02E+11;18;5;7;1835;1;2;1;1;6;44;36  JEAN JAURES(RUE) 1A5;M;4889276;228547;920
2,02E+11;18;5;11;1315;1;2;1;1;6;44;LOUISE MICHEL(RUE) 41+E;M;4889276;228547;920
2,02E+11;18;5;11;1715;1;2;9;1;3;44;86  BAUDIN (RUE)85 + ET;M;4889276;228547;920
2,02E+11;18;4;8;1220;1;2;1;1;2;44;90  ANA.FRANCE(RUE)77A13;M;4889276;228547;920
2,02E+11;18;5;7;1945;1;2;1;1;3;44;160  VIC. HUGO(RUE)115A1;M;4889276;228547;920
2,02E+11;18;5;22;800;1;2;2;1;6;44;150  BAUDIN (RUE)85 + ET;M;4889276;228547;920
2,02E+11;18;5;22;2215;5;2;9;1;7;44;92  MARIUS AUFAN(RUE) 69;M;4889276;228547;920
2,02E+11;18;5;22;1440;1;2;9;1;6;44;67  ANA. FRANCE(RUE)1A75;M;4889276;228547;920
2,02E+11;18;4;30;1645;1;2;1;1;6;44;99  LOUIS ROUQUIER(RUE)4;M;4889276;228547;920
2,02E+11;18;6;3;1310;1;2;1;1;6;44;CLAUDE MONET(ROND POINT);M;4889276;228547;920
2,02E+11;18;5;24;1005;1;2;3;1;3;44;19  ED. VAILLANT(RUE) 1A;M;4889276;228547;920
2,02E+11;18;5;14;1546;1;2;2;1;6;44;30  VIC. HUGO(RUE)001A06;M;4889276;228547;920
2,02E+11;18;5;25;1620;1;2;2;2;3;44;6  BAUDIN (RUE) 1A25 ET;M;4889276;228547;920
2,02E+11;18;6;25;1950;1;2;2;1;6;44;139  ARISTIDE BRIAND(RUE;M;4889276;228547;920
2,02E+11;18;6;27;2010;1;2;1;1;6;44;COLLANGE(RUE) 1A13 ET 2A;M;4889276;228547;920
2,02E+11;18;6;27;2118;2;2;1;1;6;44;12  LORRAINE (RUE DE);M;4889276;228547;920
2,02E+11;18;5;29;2130;5;2;5;1;7;44;28  JACQUES IBERT(RUE)26;M;4889276;228547;920
2,02E+11;18;5;6;1200;1;2;1;1;6;44;4  CLAUDE MONET(ROND POI;M;4889276;228547;920
2,02E+11;18;5;27;1845;1;2;1;1;3;44;45  MICHELET(QUAI) 2 A 3;M;4889276;228547;920
2,02E+11;18;6;13;1056;1;2;2;1;6;44;59  PDT WILSON(RUE)51A75;M;4889276;228547;920
2,02E+11;18;6;30;815;1;2;2;1;3;44;131  ANA.FRANCE(RUE)77A1;M;4889276;228547;920
2,02E+11;18;7;6;1650;1;2;1;1;2;44;87  J. GUESDE(RUE)71A101;M;4889276;228547;920
2,02E+11;18;5;18;1330;1;2;1;1;6;44;130  VIC HUGO(RUE)115A1;M;4889276;228547;920
2,02E+11;18;6;5;1755;1;2;1;1;6;44;88 PDT WILSON(RUE)77A10;M;4889276;228547;920
2,02E+11;18;6;25;2300;5;2;1;1;3;44;118  VIC. HUGO(RUE)091A1;M;4889276;228547;920
2,02E+11;18;7;23;1300;1;2;2;1;3;44;29  P.V.COUTURIER(RUE)41;M;4889276;228547;920
2,02E+11;18;4;29;2310;5;2;1;1;6;44;30  CHARLES PASQUA(QUAI);M;4889276;228547;920
2,02E+11;18;7;25;130;5;2;1;1;6;44;63  RIVAY(RUE)41A71 ET38;M;4889276;228547;920
2,02E+11;18;7;25;1425;1;2;1;1;6;44;1  CHARLES DEUTSCHMANN(R;M;4889276;228547;920
2,02E+11;18;8;3;1225;1;2;2;1;6;44;PDT WILSON(RUE) 2A24 ET;M;4889276;228547;920
2,02E+11;18;6;30;1510;1;2;9;1;6;44;24  VILLIERS(RUE DE)  2A;M;4889276;228547;920
2,02E+11;18;7;9;1920;1;2;3;1;6;44;182 DANTON (RUE) 125+;M;4889276;228547;920
2,02E+11;18;8;20;1015;1;2;4;1;1;44;VIC. HUGO(RUE)091A113 ET;M;4889753;229521;920
2,02E+11;18;8;21;1110;1;2;3;1;2;44;JEAN JAURES(RUE) 1A55 ET;M;4889228;229351;920
2,02E+11;18;9;3;1030;1;2;1;1;2;44;PASTEUR (RUE);M;4889276;228547;920
2,02E+11;18;7;1;55;5;2;1;1;7;44;44  CHARLES PASQUA (QUAI;M;4889276;228547;920
2,02E+11;18;7;2;1550;1;2;1;1;3;44;115  J. GUESDES(RUE)103A;M;4889276;228547;920
2,02E+11;18;7;1;2055;1;2;3;1;3;44;132  ANA.FRANCE(RUE)77A1;M;4889276;228547;920
2,02E+11;18;7;13;1015;1;2;3;1;3;44;30  VIC. HUGO(RUE)001A06;M;4889276;228547;920
2,02E+11;18;7;11;1;5;2;1;1;3;44;VIC. HUGO (RUE) 091A113;M;4889276;228547;920
2,02E+11;18;8;4;600;5;2;1;1;6;44;VIC. HUGO(RUE)001A067 ET;M;4889276;228547;920
2,02E+11;18;9;6;1600;2;2;1;1;6;44;MATHILDE GIRAULT (RUE);M;4889684;228199;920
2,02E+11;18;9;6;1944;1;2;1;1;3;44;J. GUESDE(RUE) 1A23 ET2A;M;4889172;229392;920
2,02E+11;18;8;3;1500;1;2;1;1;3;44;ED.VAILLANT(RUE) 75A117;M;4889276;228547;920
2,02E+11;18;7;12;1500;1;2;1;1;6;44;57  J. GUESDE(RUE)25A57;M;4889276;228547;920
2,02E+11;18;9;10;905;1;2;1;1;2;44;VILLIERS(RUE DE)  88A140;M;4889276;228547;920
2,02E+11;18;9;12;208;5;2;2;1;3;44;ARISTIDE BRIAND(RUE)85 +;M;4889276;228547;920
2,02E+11;18;9;8;1800;1;2;2;1;3;44;PDT WILSON(RUE) 2A24 ET;M;4889276;228547;920
2,02E+11;18;9;26;1245;1;2;2;1;3;44;MARIUS AUFAN(RUE) 69+ ET;M;4889495;228091;920
2,02E+11;18;10;2;1920;2;1;2;2;1;44;CAMILLE PELLETAN(RUE)17;M;4889597;229023;920
2,02E+11;18;10;3;1726;1;2;3;1;3;44;ARISTIDE BRIAND(RUE)85 +;M;4889276;228547;920
2,02E+11;18;8;27;1136;1;2;3;1;3;44;J. GUESDE(RUE)71A101ET80;M;4889276;228547;920
2,02E+11;18;10;5;1255;1;2;1;1;6;44;PDT WILSON(RUE)51A75 ET;M;4889228;229032;920
2,02E+11;18;10;5;1735;1;2;1;1;6;44;J. GUESDES(RUE)103A139ET;M;4889276;228547;920
2,02E+11;18;10;4;900;1;2;1;1;6;44;ALSACE (RUE) N°19 + ET 2;M;4889120;229518;920
2,02E+11;18;10;2;1035;1;2;1;1;6;44;V. HUGO (RUE) 91 A113;M;4889276;228547;920
2,02E+11;18;10;11;1345;1;2;5;1;3;44;VIC. HUGO(RUE)091A113 ET;M;4889817;229451;920
2,02E+11;18;10;7;1315;1;2;1;8;2;44;VILLIERS(RUE DE)  54A86;M;4889276;228547;920
2,02E+11;18;10;4;2015;5;2;2;1;6;44;ALSACE (RUE) N°1 A 17 ET;M;4889276;228547;920
2,02E+11;18;10;24;2140;5;2;1;1;3;44;VIC. HUGO(RUE)115A149 ET;M;4889276;228547;920
2,02E+11;18;11;5;1200;1;2;2;1;6;44;J. GUESDES(RUE)103A139ET;M;4889276;228547;920
2,02E+11;18;8;7;250;5;2;2;1;6;44;VOLTAIRE(RUE)1A51 ET2A40;M;4889276;228547;920
2,02E+11;18;11;21;740;1;2;1;8;2;44;CHARLES PASQUA (QUAI) 58;M;4889276;228547;920
2,02E+11;18;11;24;745;1;2;3;1;1;44;DEGUINGAND (RUE);M;4889276;228547;920
2,02E+11;18;11;29;1110;1;2;2;1;6;44;VOLTAIRE(RUE)53A81 ET 42;M;4889276;228547;920
2,02E+11;18;12;3;910;1;2;2;8;6;44;DANTON(RUE) 1A73 ET 2A88;M;;;920
2,02E+11;18;11;17;720;5;2;2;1;3;44;ED.VAILLANT(RUE) 47A73 E;M;4889276;228547;920
2,02E+11;18;11;23;2111;3;2;1;1;6;44;GARE(RUE DE LA);M;4889276;228547;920
2,02E+11;18;9;23;1349;1;2;3;2;7;44;GABRIEL PERI(RUE) 1A23 E;M;4889276;228547;920
2,02E+11;18;12;7;1450;1;2;1;3;3;44;VILLIERS(RUE DE)  54A86;M;4889214;227759;920
2,02E+11;18;12;11;1144;1;2;9;1;6;44;ED. VAILLANT(RUE) 1A35 E;M;4889389;229094;920
2,02E+11;18;12;11;1929;5;2;2;1;6;44;CHAPTAL(RUE) 81+ ET 66+;M;4889246;227954;920
2,02E+11;18;8;4;610;5;2;1;1;6;44;VIC. HUGO(RUE)077A089 ET;M;4889276;228547;920
2,02E+11;18;12;13;1105;1;2;1;1;3;44;LORRAINE (RUE DE);M;4889276;228547;920
2,02E+11;18;12;13;1100;1;2;1;1;3;44;LORRAINE (RUE DE);M;4889276;228547;920
2,02E+11;18;12;14;1300;1;2;1;1;6;44;HUIT MAI 1945 (PLACE DU);M;4889276;228547;920
2,02E+11;18;12;19;1800;5;2;1;1;6;44;VIC. HUGO(RUE)091A113 ET;M;4889276;228547;920
2,02E+11;18;12;23;1800;5;2;3;2;6;44;PABLO NERUDA (RUE);M;4889361;229963;920
2,02E+11;18;12;27;846;1;2;1;1;6;44;GABRIEL PERI(RUE) 1;M;4888898;229049;920
2,02E+11;18;11;2;1800;3;2;1;1;6;44;RiIVAY (RUE);M;4889276;228547;920
2,02E+11;18;1;17;1030;1;2;1;1;6;48;rue du PETIT CLAMART;M;4878351;222508;920
2,02E+11;18;2;15;830;1;2;3;2;2;48;10  JACQUEMINOT (AVENUE);M;4881000;223400;920
2,02E+11;18;3;9;1340;1;2;1;1;6;48;3  VILLACOUBLAY (AVENUE;M;4878413;223273;920
2,02E+11;18;3;14;1529;1;2;2;1;6;48;32  REPUBLIQUE (RUE DE L;M;4880790;223595;920
2,02E+11;18;3;15;1835;2;2;3;2;6;48;REPUBLIQUE (RUE DE LA) N;M;;;920
2,02E+11;18;3;28;845;1;2;1;2;6;48;23  GARDES (ROUTE DES) N;M;4881879;223844;920
2,02E+11;18;3;29;2340;5;2;3;1;3;48;BANES (RUE) N° 2 A 10;M;4880806;224073;920
2,02E+11;18;4;3;1941;1;2;9;2;3;48;151  VERDUN (AVENUE DE);M;;;920
2,02E+11;18;4;11;605;3;2;1;1;6;48;MORANE SAULNIER (AVENUE);M;;;920
2,02E+11;18;4;13;800;1;2;2;8;3;48;1bis  REPUBLIQUE (RUE DE;M;4881144;223691;920
2,02E+11;18;4;13;1509;1;2;1;1;3;48;.  GENERAL DE GAULLE (AV;M;4878873;223134;920
2,02E+11;18;4;16;1945;2;2;1;1;6;48;34  MAIL (ALLEE DU);M;4878825;222308;920
2,02E+11;18;5;10;1515;1;2;3;1;1;48;2  ROBERT SCHUMAN (AVENU;M;4878885;223441;920
2,02E+11;18;5;15;1320;1;1;1;1;7;48;TRIVAUX (AVENUE DE) N° 9;M;4879102;223271;920
2,02E+11;18;5;28;1130;1;2;1;7;6;48;PARIS (RUE DE) N° 1 A 15;M;4881764;224890;920
2,02E+11;18;5;25;2155;5;2;3;3;6;48;LARRIS (RUE DES);M;;;920
2,02E+11;18;6;6;910;1;2;2;1;6;48;5  FOSSES (AVENUE DES);M;4880854;224806;920
2,02E+11;18;6;21;1935;1;2;1;1;6;48;GENERAL DE GAULLE (AVENU;M;4878776;222799;920
2,02E+11;18;6;25;835;1;2;1;1;6;48;5  ALEMBERT (RUE D');M;4880467;223841;920
2,02E+11;18;6;24;1740;1;2;1;1;7;48;48  VAUGIRARD (ROUTE DE);M;4882095;223594;920
2,02E+11;18;6;28;1925;1;2;7;1;6;48;2-4  STALINGRAD (PLACE);M;4881479;223423;920
2,02E+11;18;7;1;950;1;2;2;1;3;48;.  GENERAL LECLERC (PLAC;M;4881772;220428;920
2,02E+11;18;7;5;120;3;1;1;1;6;48;FORET ( CAVALIERE DE);M;4879709;223032;920
2,02E+11;18;7;3;1905;1;1;2;1;3;48;COLONEL MORAINE (ROUT;M;4879650;221764;920
2,02E+11;18;7;10;1815;1;2;2;1;3;48;BELGIQUE (RUE DE LA);M;4880850;224796;920
2,02E+11;18;7;16;1830;1;2;1;1;3;48;24bis  VERD DE SAINT JUL;M;4881598;223274;920
2,02E+11;18;8;1;25;3;1;9;1;7;48;MARE ADAM (CARREFOUR DE;M;4880004;221554;920
2,02E+11;18;8;4;1330;1;2;1;1;7;48;HENRI BARBUSSE (RUE);M;4880833;224327;920
2,02E+11;18;8;18;900;1;2;1;1;1;48;GARDES (ROUTE DES) N° 5;M;4881890;223220;920
2,02E+11;18;8;19;1725;1;2;3;1;7;48;LE CORBEILLER (AVENUE) N;M;4881407;224339;920
2,02E+11;18;9;29;1742;1;2;1;1;6;48;ROBERT SCHUMAN (AVENUE);M;4878903;223390;920
2,02E+11;18;10;3;1840;1;2;3;1;2;48;REPUBLIQUE (RUE DE LA) N;M;4880700;223600;920
2,02E+11;18;10;4;1450;1;2;6;1;3;48;GENERAL DE GAULLE (AVENU;M;4878639;222361;920
2,02E+11;18;10;6;1905;2;2;1;1;6;48;ABBE MAILLET (SQUARE DE;M;4878903;223393;920
2,02E+11;18;10;17;910;1;2;1;1;6;48;ROBERT JULIEN LANEN (RUE;M;4881612;224696;920
2,02E+11;18;11;1;1900;5;2;1;2;3;48;MAL DE LATTRE DE TASSIGN;M;4878754;223418;920
2,02E+11;18;11;9;1900;5;1;1;1;3;48;VAUGIRARD (ROUTE DE);M;4882213;223226;920
2,02E+11;18;11;9;2020;5;2;1;1;6;48;GENERAL LELONG (SQUARE D;M;4878990;223385;920
2,02E+11;18;11;10;1230;1;2;2;2;3;48;REPUBLIQUE (RUE DE LA);M;4880771;223607;920
2,02E+11;18;11;15;720;5;2;1;5;3;48;VERD DE SAINT JULIEN (BO;M;4881720;223111;920
2,02E+11;18;11;17;1719;2;2;2;1;6;48;CELLE (AVENUE DE);M;4878756;222785;920
2,02E+11;18;11;20;1140;1;2;1;2;7;48;VIGNES (IMPASSE ET RUE D;M;4881153;224711;920
2,02E+11;18;11;27;755;2;2;1;8;7;48;MEDERIC (AVENUE);M;4878916;223192;920
2,02E+11;18;11;10;2300;5;2;7;9;3;48;GENERAL LECLERC (PLACE D;M;4881782;223007;920
2,02E+11;18;12;11;938;1;2;2;1;6;48;REPUBLIQUE (RUE DE LA) N;M;4880790;223610;920
2,02E+11;18;1;2;30;5;2;1;2;3;20;41  VERDUN AVENUE DE N°1;M;4880230;228576;920
2,02E+11;18;1;2;1230;1;2;1;1;3;49;15  PERI RUE GABRIEL N°1;M;4881773;232359;920
2,02E+11;18;1;10;1335;1;2;1;1;6;49;112  BRIAND (AVENUE ARIS;M;4881336;232577;920
2,02E+11;18;1;11;1630;1;2;1;1;6;20;40  VERDUN AVENUE DE N°1;M;4880233;228575;920
2,02E+11;18;1;18;950;1;2;1;2;6;49;BERTHELOT RUE MARCELLIN;M;4881757;231706;920
2,02E+11;18;1;19;1520;1;2;1;1;3;49;183  BROSSOLETTE AVENUE;M;4881407;230310;920
2,02E+11;18;1;22;800;2;2;2;3;6;20;PARIS AVENUE DE N° IMPAI;M;4880751;229458;920
2,02E+11;18;1;23;2042;5;2;1;1;4;49;127  BROSSOLETTE AVENUE;M;;;920
2,02E+11;18;2;6;840;1;2;2;4;6;49;BARBES RUE;M;4881745;232660;920
2,02E+11;18;2;13;1600;1;2;1;8;2;20;140  REPUBLIQUE AV. N°27;M;4880600;229823;920
2,02E+11;18;2;14;1540;1;2;1;1;3;49;97  BRIAND (AVENUE ARIST;M;4881412;232610;920
2,02E+11;18;2;16;845;1;2;2;1;3;49;GINOUX AVENUE HENRI AUTR;M;4881314;231971;920
2,02E+11;18;2;16;1720;1;2;1;1;6;20;50  VERDUN AVENUE DE AUT;M;4880126;228406;920
2,02E+11;18;2;22;1150;1;2;1;1;6;20;16  SAMPAIX RUE LUCIEN;M;4880734;228007;920
2,02E+11;18;2;25;1615;1;2;1;1;6;49;46  REPUBLIQUE AVENUE DE;M;4881789;231919;920
2,02E+11;18;3;3;730;1;2;1;1;6;49;64  BRIAND (AVENUE ARIST;M;4881709;232537;920
2,02E+11;18;3;6;920;1;2;2;1;6;49;JAURES AVENUE JEAN N°53;M;4881769;231652;920
2,02E+11;18;3;7;1220;1;2;3;1;3;20;117  VERDUN AVENUE DE AU;M;4879858;228031;920
2,02E+11;18;3;7;2157;5;2;2;1;6;20;DIVISION LECLERC AVENUE;M;4879594;227637;920
2,02E+11;18;3;10;950;1;2;2;2;2;49;BARBES RUE;M;4881754;232597;920
2,02E+11;18;3;14;1815;1;2;1;1;6;20;68  VERDUN AVENUE DE AUT;M;4880056;228329;920
2,02E+11;18;3;16;2005;5;2;1;2;7;20;36  BROSSOLETTE RUE PIER;M;4880103;228107;920
2,02E+11;18;3;20;900;1;2;2;1;3;49;BARBES RUE;M;4881742;232679;920
2,02E+11;18;3;23;905;1;2;1;1;6;49;102  DORMOY AVENUE MARX;M;4881016;231433;920
2,02E+11;18;3;24;1624;1;2;2;1;3;49;BROSSOLETTE AVENUE PIERR;M;4881765;230790;920
2,02E+11;18;3;24;1650;1;2;3;1;3;49;BARBES RUE;M;4881728;232882;920
2,02E+11;18;3;27;1250;1;2;1;2;6;20;26  PARIS AVENUE DE N°2;M;4880521;229067;920
2,02E+11;18;3;27;2300;5;2;2;1;2;49;BROSSOLETTE AVENUE PIERR;M;4881984;231083;920
2,02E+11;18;4;1;2035;3;2;1;1;3;20;PARIS AVENUE DE N° IMPAI;M;4880608;229175;920
2,02E+11;18;4;4;2150;5;2;1;1;3;49;ETATS UNIS PLACE DES;M;4881745;231703;920
2,02E+11;18;4;5;1346;1;2;1;1;6;20;4  SAINT EXUPERY AVENUE;M;4880887;229882;920
2,02E+11;18;4;9;1225;1;2;3;2;3;20;1-3 bis  EXUPERY AVENUE;M;4880942;229820;920
2,02E+11;18;4;11;320;5;2;1;1;6;20;60  VERDUN AVENUE DE AUT;M;4880109;228385;920
2,02E+11;18;4;13;1730;1;2;1;1;6;20;PERI RUE GABRIEL;M;4880200;228700;920
2,02E+11;18;4;20;15;5;2;1;1;7;49;31  GINOUX AVENUE HENRI;M;4881946;232353;920
2,02E+11;18;4;28;1930;1;2;3;1;3;49;205  BROSSOLETTE AVENUE;M;4881286;230180;920
2,02E+11;18;4;30;1300;1;2;1;3;6;20;PARIS AVENUE DE N°84 A F;M;;;920
2,02E+11;18;5;7;1740;1;2;1;1;1;20;146  VERDUN AVENUE DE AU;M;4879504;227337;920
2,02E+11;18;5;9;1650;1;2;3;1;3;49;BROSSOLETTE AVENUE PIERR;M;4881898;230976;920
2,02E+11;18;5;15;1843;1;2;1;1;6;20;CHARTRES RUE DE;M;4879000;229000;920
2,02E+11;18;5;28;1830;1;2;2;2;3;49;REPUBLIQUE AVENUE DE LA;M;4881835;231959;920
2,02E+11;18;5;29;2235;5;2;1;3;6;20;146  VERDUN AVENUE DE AU;M;4879781;227833;920
2,02E+11;18;5;30;1845;1;2;1;1;3;20;183  PARIS AVENUE DE N°;M;4881097;229976;920
2,02E+11;18;5;31;1425;1;2;1;1;6;49;19  DORMOY AVENUE MARX N;M;4880980;232415;920
2,02E+11;18;6;1;1415;1;2;1;2;2;49;3  PERI RUE GABRIEL N°2;M;4881743;232504;920
2,02E+11;18;6;2;1841;1;2;1;1;2;49;98  GINOUX AV. HENRI N°1;M;4881517;232059;920
2,02E+11;18;6;1;2155;2;2;1;2;7;49;PERIER RUE N°35 A 88 ET;M;4881439;231505;920
2,02E+11;18;6;4;2310;5;2;2;1;3;7;BRIAND (AVENUE ARISTIDE);M;4879619;232182;920
2,02E+11;18;6;14;2145;2;2;1;1;1;20;20  PANORAMA RUE DU;M;4879956;227675;920
2,02E+11;18;6;15;1600;1;2;1;1;6;49;127  VERDIER AVENUE AUTR;M;4881623;230613;920
2,02E+11;18;6;17;1945;1;2;3;1;2;20;BOIN RUE JEAN;M;4880927;228533;920
2,02E+11;18;6;18;1945;1;2;4;1;2;20;BAGNEUX RUE DE;M;4879962;229047;920
2,02E+11;18;6;19;945;1;2;2;2;7;20;DEFORGES RUE ETIENNE N°;M;4880359;229850;920
2,02E+11;18;6;19;1030;1;2;2;1;3;20;EPARGNE RUE DE L';M;4880811;228086;920
2,02E+11;18;6;23;1000;1;2;1;1;6;20;12  PARIS AVENUE DE N°2;M;4880444;228927;920
2,02E+11;18;6;26;1900;1;2;1;1;3;20;73  LIBERTE BOULEVARD DE;M;4879961;229408;920
2,02E+11;18;6;27;1640;1;2;1;1;6;49;VERDIER AVENUE AUTRES N°;M;4881620;230918;920
2,02E+11;18;6;29;1548;1;2;1;1;6;49;127  BRIAND (AVENUE ARIS;M;4881145;232688;920
