Num_Acc;catr;voie;v1;v2;circ;nbv;pr;pr1;vosp;prof;plan;lartpc;larrout;surf;infra;situ;env1
2,018E+11;3;17;;;2;2;25;700;0;1;1;;;1;0;1;0
2,018E+11;2;10;;;2;3;49;200;0;1;1;;;2;0;1;0
2,018E+11;3;954;;;2;2;1;800;0;1;1;;;5;0;3;0
2,018E+11;3;954;;;2;2;3;701;0;1;1;;;1;0;3;0
2,018E+11;3;127;;;2;2;21;665;0;1;1;;;2;0;1;0
2,018E+11;3;17;;;2;2;25;200;0;2;1;;;1;0;1;0
2,018E+11;3;123;;4;;;2;60;;;;;;;;;
2,018E+11;2;10;;;3;3;45;;0;1;1;;;1;0;3;0
2,018E+11;9;;;;2;2;;;0;1;1;;;9;0;1;0
2,018E+11;2;10;;;2;3;45;751;0;1;1;;;1;0;1;0
2,018E+11;3;110;;;2;2;6;300;0;1;1;;;1;0;1;0
2,018E+11;3;132;;4;2;2;2;400;0;2;1;;;1;0;1;0
2,018E+11;3;127;;;2;2;24;1;0;1;1;;;2;0;1;0
2,018E+11;3;309;;1;2;2;2;400;0;1;1;;;1;0;3;0
2,018E+11;2;12;;;3;4;25;;0;1;1;;;2;0;3;0
2,018E+11;3;928;;;2;2;32;50;0;1;1;;;1;5;1;0
2,018E+11;2;12;;;3;4;12;600;0;1;1;;;1;0;1;0
2,018E+11;6;;;;0;0;;;0;1;1;;;1;0;4;0
2,018E+11;3;3131;;3;2;2;0;5;0;2;4;;;1;0;1;0
2,018E+11;3;854;;;2;2;78;0;0;1;1;;;1;0;1;0
2,018E+11;4;;;;2;2;;;0;1;1;;;2;0;1;0
2,018E+11;3;928;;;2;2;29;200;0;2;3;;;1;0;1;0
2,018E+11;4;;;;0;1;;;0;1;1;;;1;0;1;0
2,018E+11;3;308;;;2;2;7;0;0;1;1;;;1;0;3;0
2,018E+11;3;311;;;2;2;9;500;0;3;1;;;2;0;1;0
2,018E+11;2;12;;;3;4;22;501;0;1;1;;;1;0;1;0
2,018E+11;3;4;;;2;2;35;500;0;1;1;;;2;0;3;0
2,018E+11;3;20;;;2;2;33;500;0;1;3;;;1;0;1;0
2,018E+11;3;104;;;2;2;10;201;0;1;1;;;1;0;1;0
2,018E+11;3;111;;;2;2;14;825;0;1;2;;;1;0;1;0
2,018E+11;3;939;;;2;2;73;0;0;1;2;;;1;0;1;0
2,018E+11;3;923;;;2;2;48;200;0;3;2;;;1;0;1;0
2,018E+11;4;;;;2;2;;;0;2;1;;;1;0;1;0
2,018E+11;3;955;;;2;2;105;0;0;1;1;;;1;0;1;0
2,018E+11;2;923;;;2;2;53;100;0;1;2;;;1;3;1;0
2,018E+11;3;923;;;2;3;49;800;0;2;1;;;1;0;3;0
2,018E+11;3;338;;;2;2;11;300;0;1;1;;;1;0;3;0
2,018E+11;3;112;;1;2;2;6;200;0;2;3;;;1;0;1;0
2,018E+11;3;347;;4;2;2;0;450;0;1;4;0;36;2;0;3;99
2,018E+11;3;923;;;2;2;37;601;0;2;3;;;1;0;1;0
2,018E+11;3;928;;;2;2;66;120;0;1;1;;;1;0;1;0
2,018E+11;4;;;;2;2;;;3;1;2;;;1;0;1;0
2,018E+11;3;25;;;2;2;7;200;0;1;1;;;1;0;1;0
2,018E+11;3;15;;;2;2;49;501;0;1;1;;;1;0;3;0
2,018E+11;4;;;;1;1;;;0;1;1;;;1;0;1;0
2,018E+11;3;562;;;2;2;2;594;0;1;1;;;5;0;1;0
2,018E+11;4;;;;2;2;;;0;1;2;;;2;0;3;0
2,018E+11;4;;;;2;2;;;0;1;1;;;1;5;1;0
2,018E+11;3;45;;;2;2;62;853;0;1;4;;;1;0;1;0
2,018E+11;3;51;;;2;2;5;500;0;1;3;;;1;0;1;0
2,018E+11;3;50;;;2;2;3;340;0;1;4;;;1;0;1;0
2,018E+11;3;76;;;2;2;4;681;0;1;3;;;1;0;1;0
2,018E+11;3;59;;;2;2;1;100;0;1;1;;;2;0;1;0
2,018E+11;2;12;;;3;2;17;300;0;1;1;;;2;0;1;0
2,018E+11;3;833;;;2;2;56;600;0;1;1;;;2;0;1;0
2,018E+11;9;;;;2;2;;;0;1;1;;;1;0;1;0
2,018E+11;3;21;;;2;2;2;750;0;3;1;;;1;0;3;0
2,018E+11;3;840;;;2;2;4;900;0;2;1;;;4;0;1;0
2,018E+11;3;926;;;2;2;4;812;0;1;1;;;1;0;3;0
2,018E+11;3;840;;;2;2;13;500;0;1;1;;;1;0;1;0
2,018E+11;3;21;;;;;14;1500;;;;;;;;;
2,018E+11;4;;;;2;1;;;0;1;1;;;1;0;3;0
2,018E+11;4;;;;2;2;;;0;1;1;;;1;0;1;0
2,018E+11;4;;;;2;2;;;0;1;3;;;1;0;1;0
2,018E+11;3;840;;;2;2;0;580;0;1;1;;;1;5;1;0
2,018E+11;3;833;;;2;2;44;236;0;1;1;;;1;0;3;0
2,018E+11;3;833;;;2;2;46;500;0;1;1;;;1;0;1;0
2,018E+11;3;166;;;2;2;0;500;0;1;1;;;1;0;1;0
2,018E+11;3;833;;;2;2;42;860;0;1;2;;;2;0;1;0
2,018E+11;2;12;;;3;4;19;810;0;1;1;;;2;0;3;0
2,018E+11;4;;;;2;2;;;0;1;3;;;2;0;1;0
2,018E+11;3;438;;;1;2;27;304;0;1;2;;;1;5;1;0
2,018E+11;5;;;;0;5;;;0;1;1;;;9;0;1;0
2,018E+11;4;;;;2;2;;;0;4;1;;;1;0;1;0
2,018E+11;3;438;;;2;2;29;500;0;1;1;;;1;0;1;0
2,018E+11;4;;;;2;2;;;0;1;1;;;1;0;3;0
2,018E+11;3;145;;;2;2;5;400;0;1;1;;;1;0;1;0
2,018E+11;3;438;;;2;1;2;395;0;1;1;;;1;0;3;0
2,018E+11;3;29;;;2;2;2;735;0;1;1;;;1;0;1;0
2,018E+11;4;;;;2;2;;;0;2;2;;;1;0;1;0
2,018E+11;3;133;;;2;2;0;1846;0;1;1;;;2;0;1;0
2,018E+11;3;22;;;;;27;44;;;;;;;;;
2,018E+11;3;34;;;2;2;0;500;0;1;3;;;1;0;1;0
2,018E+11;3;33;;;2;2;15;600;0;1;3;;;2;0;1;0
2,018E+11;3;145;;;2;2;4;300;0;1;1;;;1;0;1;0
2,018E+11;3;145;;;2;2;10;140;0;1;1;;;2;0;1;0
2,018E+11;3;133;;;2;2;13;460;0;1;1;;;1;0;1;0
2,018E+11;3;23;;;2;2;3;365;0;1;1;;;5;0;1;0
2,018E+11;4;;;;2;2;;;0;1;1;;;2;0;1;0
2,018E+11;3;25;;;2;2;32;50;0;1;1;;;1;0;1;0
2,018E+11;3;25;;;2;2;32;120;0;1;2;;;1;0;3;0
2,018E+11;3;25;;;2;2;26;60;0;4;2;;;1;0;3;0
2,018E+11;3;613;;;2;2;59;600;0;2;2;;;1;0;1;0
2,018E+11;3;23;;;2;2;6;663;0;1;2;;;1;0;3;0
2,018E+11;3;133;;;2;2;18;800;0;1;1;;;1;0;1;0
2,018E+11;3;613;;;3;2;61;460;0;1;1;;;1;0;1;0
2,018E+11;4;;;;2;2;;;0;1;1;;;2;0;1;0
2,018E+11;3;1;;;2;2;30;60;0;1;1;;;1;0;1;0
2,018E+11;4;;;;2;2;;;0;2;1;;;1;0;3;0
2,018E+11;3;6014;;;2;2;24;500;0;1;1;;;1;0;1;0
2,018E+11;4;;;;2;2;;;0;2;4;;;1;0;1;0
2,018E+11;3;321;;;2;2;17;45;0;1;1;;;1;0;1;0
2,018E+11;3;2;;;2;2;0;865;0;2;3;;;1;0;3;0
2,018E+11;3;6014;;;2;2;19;960;0;1;1;;;1;0;4;0
2,018E+11;3;6014;;;2;2;34;888;0;1;1;;;1;0;1;0
2,018E+11;4;;;;2;2;;;0;1;1;;;2;0;1;0
2,018E+11;3;321;;;2;2;13;1000;0;2;1;;;1;0;1;0
2,018E+11;4;7;;;2;2;;;0;1;1;;;1;0;1;0
2,018E+11;4;;;;2;2;;;0;2;1;;;1;0;1;0
2,018E+11;4;;;;2;2;;;0;1;1;;;2;0;1;0
2,018E+11;3;6014;;;2;2;3;700;0;2;1;;;2;0;1;0
2,018E+11;4;;;;;;;;;;;;;;;;
2,018E+11;4;;;;2;2;;;0;1;1;;;2;0;1;0
2,018E+11;3;14;2;;2;1;12;0;0;2;2;;;1;0;4;0
2,018E+11;3;10;;;2;2;41;900;0;1;1;;;1;5;1;0
2,018E+11;3;118;;;2;2;7;337;0;1;1;;;1;0;1;0
2,018E+11;3;6014;;;2;2;3;680;0;2;1;;;1;0;1;0
2,018E+11;3;125;;;2;2;9;800;0;1;1;;;1;0;1;0
2,018E+11;4;;;;2;2;;;0;2;3;;;1;0;1;0
2,018E+11;3;3;;;2;2;11;750;0;1;1;;;1;5;1;0
2,018E+11;3;6;;;2;2;12;230;0;1;1;;;1;0;1;0
2,018E+11;3;15;2;;2;3;1;275;0;1;1;;;2;0;1;0
2,018E+11;3;14;;;2;2;28;250;0;1;1;;;2;0;1;0
2,018E+11;3;14;2;;2;2;6;780;0;1;1;;;1;0;1;0
2,018E+11;3;24;;;2;2;32;985;0;1;0;0;10;1;;;
2,018E+11;3;80;;;2;2;0;300;0;1;3;;;2;0;1;0
2,018E+11;3;80;;;2;2;0;300;0;1;3;;;1;0;1;0
2,018E+11;3;133;;;2;2;29;200;0;1;1;;;2;0;1;0
2,018E+11;3;80;;;2;2;11;780;0;2;4;;;2;0;3;0
2,018E+11;3;175;;;;;0;1;;;;;;;;;
2,018E+11;3;543;;;2;2;8;255;0;1;1;;;1;0;1;0
2,018E+11;3;26;;;2;2;38;700;0;1;1;;;7;0;1;0
2,018E+11;3;130;;;2;2;3;730;0;1;1;;;1;0;3;0
2,018E+11;3;139;;;2;2;13;510;0;1;1;;;1;0;3;0
2,018E+11;4;;;;2;2;;;0;1;1;;;1;0;1;0
2,018E+11;3;27;;;2;2;24;20;0;1;1;;;1;0;1;0
2,018E+11;2;182;;;2;4;0;300;0;1;1;;;1;2;1;0
2,018E+11;3;675;;;1;2;31;380;0;1;2;;;1;0;1;0
2,018E+11;3;89;;;2;2;0;650;0;2;1;;;1;0;1;0
2,018E+11;3;675;;;2;2;35;113;0;1;1;;;1;0;1;0
2,018E+11;3;27;;;2;2;26;600;0;1;2;;;2;0;3;0
2,018E+11;3;90;;;2;2;22;560;0;1;2;;;1;0;3;0
2,018E+11;3;38;;;2;2;32;600;0;1;2;;;1;0;3;0
2,018E+11;3;313;;;2;2;62;242;0;1;1;;;1;0;1;0
2,018E+11;4;6;;;2;2;;;0;1;3;;;1;0;1;0
2,018E+11;3;144;;;2;2;2;200;0;1;1;;;1;0;1;0
2,018E+11;4;;;;2;2;;;0;1;1;;;1;0;1;0
2,018E+11;3;265;;;;;0;1;;;;;;;;;
2,018E+11;3;93;;;2;2;15;50;0;1;3;;;1;0;1;0
2,018E+11;4;;;;2;2;;;0;1;1;;;1;0;1;0
2,018E+11;3;313;;E;2;2;1;0;0;1;1;;;1;0;1;0
2,018E+11;4;1;;;2;2;;;0;1;3;;;1;0;1;0
2,018E+11;3;313;;;2;2;61;980;0;1;1;;;1;5;1;0
2,018E+11;3;313;;;2;2;63;235;0;1;1;;;2;0;1;0
2,018E+11;3;810;;;2;2;29;265;0;1;1;;;2;0;1;0
2,018E+11;3;47;;;2;2;3;760;0;2;3;;;1;0;3;0
2,018E+11;3;834;;;2;2;19;0;0;1;3;;;1;0;3;0
2,018E+11;3;27;;;2;2;7;280;0;1;1;;;1;5;1;0
2,018E+11;3;625;;;;;0;1;;;;;;;;;
2,018E+11;3;91;;;2;2;4;164;0;1;4;;;1;0;1;0
2,018E+11;3;139;;;2;2;7;100;0;1;1;;;1;0;1;0
2,018E+11;3;91;;;2;2;6;200;0;1;1;;;2;0;1;0
2,018E+11;3;746;;;2;2;8;800;0;1;1;;;1;0;3;0
2,018E+11;3;948;;;3;4;25;500;0;1;1;;;1;0;1;0
2,018E+11;3;746;;;2;2;9;0;0;1;1;;;1;0;1;0
2,018E+11;4;746;;;2;2;16;420;0;1;1;;;1;0;1;0
2,018E+11;3;36;;;2;2;27;0;0;1;1;;;2;0;3;0
2,018E+11;3;7;;;2;2;8;832;0;2;1;;;1;5;1;0
2,018E+11;3;747;;;3;4;4;400;0;3;1;;;1;0;1;0
2,018E+11;3;60;;;2;2;14;551;0;1;2;;;1;0;1;0
2,018E+11;3;746;;;2;2;5;578;0;1;1;;;1;0;4;0
2,018E+11;3;80;;;2;2;22;825;0;1;2;;;1;0;3;0
2,018E+11;4;;;;2;2;;;0;1;2;;;1;0;3;0
2,018E+11;3;48;;;2;2;3;0;0;1;2;;;1;0;1;0
2,018E+11;3;746;;;2;2;24;100;0;1;1;;;1;0;1;0
2,018E+11;3;44;;;2;2;21;753;0;1;1;;;1;0;1;0
2,018E+11;3;746;;;2;2;11;762;0;1;1;;;1;0;3;0
2,018E+11;3;7;;;2;2;5;72;0;1;1;;;1;0;3;0
2,018E+11;3;36;;;2;2;37;140;0;1;1;;;1;0;3;0
2,018E+11;3;7;;;2;2;4;800;0;1;1;;;2;0;3;0
2,018E+11;3;160;;;2;2;49;50;0;1;1;;;2;0;1;0
2,018E+11;4;0;;;2;2;;;0;1;1;;;1;0;1;0
2,018E+11;3;960;;B;2;2;24;200;0;1;1;;;1;0;3;0
2,018E+11;4;;;;2;2;;;0;1;1;;;1;0;1;0
2,018E+11;3;160;;;2;2;37;600;0;1;1;;;1;0;1;0
2,018E+11;4;0;;A;2;2;0;0;0;2;1;;;1;0;1;0
2,018E+11;3;7;;;1;1;17;265;0;1;1;;;1;0;1;0
2,018E+11;3;101;;;2;2;10;344;0;1;1;;;1;0;3;0
2,018E+11;4;;;;2;2;;;0;1;1;;;1;0;3;0
2,018E+11;3;101;;;2;2;5;300;0;1;1;;;1;0;1;0
2,018E+11;3;31;;;2;2;32;80;0;4;2;;;1;0;3;0
2,018E+11;3;7;;;2;2;32;436;0;1;1;;;1;0;1;0
2,018E+11;2;47;;;2;2;8;100;0;1;1;;;1;0;3;0
2,018E+11;3;48;;;2;2;23;451;0;1;1;;;1;0;1;0
2,018E+11;4;;;;2;2;;;0;1;3;;;1;0;3;0
2,018E+11;3;949;;B;2;2;35;568;0;2;1;;;1;0;1;0
2,018E+11;4;;;;2;2;;;0;1;1;;;1;0;1;0
2,018E+11;3;39;;;1;1;44;994;0;1;3;;;1;5;1;0
2,018E+11;3;48;;;2;2;23;455;0;1;1;;;2;5;1;0
2,018E+11;3;949;;B;2;2;31;900;0;1;1;;;1;0;1;0
2,018E+11;3;137;;;2;2;44;640;0;1;3;;;2;2;3;0
2,018E+11;3;31;;;2;2;36;984;0;1;1;;;1;2;1;0
2,018E+11;3;160;;;1;1;46;30;0;1;1;;;1;0;1;0
2,018E+11;3;960;;B;2;2;24;0;0;1;1;;;1;0;3;0
2,018E+11;3;753;;;2;2;31;400;0;1;3;0;50;2;0;4;99
2,018E+11;3;86;;;2;2;15;0;0;2;2;0;45;2;0;3;99
2,018E+11;3;77;;;2;2;10;700;0;2;3;;;1;0;1;0
2,018E+11;3;62;;;2;2;20;247;0;1;1;;;2;0;1;0
2,018E+11;3;937;;;2;2;39;870;0;1;1;;;2;0;3;0
2,018E+11;3;763;;;1;1;14;724;0;1;2;;;2;0;1;0
2,018E+11;3;137;;;2;2;79;300;0;1;1;;;2;0;1;0
2,018E+11;3;7;;;2;2;66;509;0;3;1;;;2;5;1;0
2,018E+11;3;74;;;2;2;1;120;0;1;2;;;1;0;1;0
2,018E+11;3;7;;B;2;2;0;140;0;1;1;;;1;0;1;0
2,018E+11;3;2755;;A;2;2;6;960;0;1;1;;;1;0;1;0
2,018E+11;3;937;;;2;2;31;0;0;2;3;;;1;5;1;0
2,018E+11;4;;;;2;2;;;0;4;2;;;1;5;4;0
2,018E+11;3;937;;;2;2;37;500;0;1;1;;;1;0;3;0
2,018E+11;3;102;;;2;2;4;376;0;1;1;;;1;0;4;0
2,018E+11;3;62;;;2;2;15;350;0;1;1;;;1;0;1;0
2,018E+11;3;1137;;;2;2;81;922;0;1;1;;;1;0;1;0
2,018E+11;3;102;;;2;2;2;100;0;1;3;;;1;0;1;0
2,018E+11;3;62;;;2;2;19;514;0;1;1;;;2;0;1;0
2,018E+11;3;763;;;2;2;10;400;0;1;1;;;1;0;1;0
2,018E+11;4;;;;2;2;;;0;1;1;;;1;0;3;0
2,018E+11;4;;;;2;2;;;0;1;1;;;1;0;1;0
2,018E+11;3;201;;;2;2;2;134;0;1;1;;;1;0;1;0
2,018E+11;4;;;;1;1;;;0;1;2;;;2;5;1;0
2,018E+11;3;44;;;2;2;10;700;0;1;1;;;1;0;1;0
2,018E+11;3;938;;T;2;2;2;500;0;1;1;;;1;0;1;0
2,018E+11;3;746;;;2;2;36;500;0;1;3;;;1;0;1;0
2,018E+11;3;10;;;2;2;30;700;0;1;1;;;1;0;3;0
2,018E+11;3;25;;;2;2;18;400;0;1;1;;;1;0;1;0
2,018E+11;4;;;;2;2;;;;;;;;;;1;
2,018E+11;3;44;;;2;2;20;535;0;2;1;;;1;0;3;0
2,018E+11;4;;;;2;2;;;0;1;1;;;1;0;1;0
2,018E+11;3;200;;;0;2;0;630;0;1;1;;;1;0;1;0
2,018E+11;4;;;;2;2;;;0;1;1;;;1;0;1;0
2,018E+11;3;35;;;2;2;1;200;0;1;2;;;2;0;3;0
2,018E+11;3;68;;A;2;2;6;860;0;1;1;;;1;0;1;0
2,018E+11;4;;;;2;2;;;0;2;1;;;2;0;1;0
2,018E+11;3;104;;;2;2;37;100;0;1;1;;;1;0;1;0
2,018E+11;3;68;;A;2;2;0;500;0;1;1;;;1;0;1;0
2,018E+11;3;104;;;2;2;44;150;0;1;3;;;1;0;4;0
2,018E+11;4;;;;0;1;;;0;1;1;;;9;0;1;0
2,018E+11;3;104;;;0;2;29;612;0;1;3;;;1;0;1;0
2,018E+11;4;;;;2;2;;;0;1;2;;;1;0;1;0
2,018E+11;3;65;;;2;2;26;187;0;1;1;;;1;0;3;0
2,018E+11;3;15;;;2;2;2;560;0;1;1;;;1;0;1;0
2,018E+11;3;745;;;2;2;2;928;0;1;1;;;1;0;1;0
2,018E+11;4;;;;0;2;;;0;1;1;;;1;0;1;0
2,018E+11;3;938;;T;2;2;10;200;0;2;1;;;2;0;1;0
2,018E+11;3;752;;;2;2;28;0;0;1;1;;;1;0;1;0
2,018E+11;3;49;;;2;2;18;455;0;2;1;;;1;0;1;0
2,018E+11;3;30;;;2;2;45;50;0;3;2;;;1;0;3;0
2,018E+11;3;8;;;2;2;36;258;0;1;2;;;1;0;1;0
2,018E+11;3;19;;;2;2;53;200;0;1;2;;;1;0;1;0
2,018E+11;3;13;;;2;2;17;283;;;;;;;;1;
2,018E+11;3;30;;;2;2;44;970;0;3;1;;;1;0;1;0
2,018E+11;3;114;;;2;2;2;389;;;;;;;;1;
2,018E+11;3;752;;;2;2;16;200;0;1;1;;;1;0;1;0
2,018E+11;3;19;;;2;2;49;10;0;1;1;;;1;0;1;0
2,018E+11;4;;;;2;1;;;0;1;1;;;1;0;1;0
2,018E+11;4;;;;2;2;;;0;2;1;;;1;0;1;0
2,018E+11;3;938;;T;2;2;49;0;0;4;1;;;2;0;1;0
2,018E+11;3;1753;;;2;2;64;324;0;1;1;;;1;0;1;0
2,018E+11;3;32;;;3;4;53;120;0;1;1;;;1;0;3;0
2,018E+11;3;948;;;2;2;56;800;0;2;1;;;1;0;1;0
2,018E+11;3;81;;;2;2;10;470;0;1;1;;;1;0;1;0
2,018E+11;3;2948;;;2;2;70;989;0;1;1;;;1;0;1;0
2,018E+11;3;58;;;2;2;16;515;0;2;1;;;1;0;1;0
2,018E+11;3;948;;;3;4;70;60;0;1;1;;;2;0;1;0
2,018E+11;4;;;;2;2;;;;;;;;;;;
2,018E+11;3;71;;;2;2;4;831;0;1;2;;;1;0;1;0
2,018E+11;3;50;;;2;2;61;736;0;2;2;;;1;0;1;0
2,018E+11;3;94;;;2;2;16;580;;;;;;;;1;
2,018E+11;4;;;;2;2;;;0;1;2;;;1;0;1;0
2,018E+11;4;;;;2;2;;;0;2;1;;;1;0;1;0
2,018E+11;3;754;;;2;2;4;910;0;1;1;;;1;0;1;0
2,018E+11;3;948;;;2;2;80;909;0;1;1;;;1;0;1;0
2,018E+11;3;45;;;2;2;22;500;0;1;3;;;2;0;3;0
2,018E+11;3;21;;;2;2;16;200;0;1;1;;;1;0;1;0
2,018E+11;3;21;;;2;2;11;0;0;1;1;;;2;0;1;0
2,018E+11;3;4;;;2;2;43;0;0;1;2;;;1;0;3;0
2,018E+11;3;747;;;2;2;34;500;0;1;1;;;1;0;3;0
2,018E+11;3;12;;;2;2;46;289;0;1;1;;;1;0;1;0
2,018E+11;4;;;;1;1;;;0;1;1;;;1;0;1;0
2,018E+11;3;12;;;2;2;31;500;0;1;1;;;1;0;3;0
2,018E+11;3;19;;;2;2;18;200;0;1;1;;;1;0;1;0
2,018E+11;3;105;;;2;2;11;900;0;1;2;;;1;0;3;0
2,018E+11;3;747;;;2;2;19;1126;0;1;3;;;1;0;1;0
2,018E+11;4;;;D;2;2;;;0;2;1;;;1;2;4;0
2,018E+11;3;19;;A;2;3;0;890;0;1;1;;;1;0;1;0
2,018E+11;3;1;;;2;2;31;990;0;1;2;;;1;2;3;0
2,018E+11;3;19;;;2;2;3;250;0;1;3;;;1;0;1;0
2,018E+11;3;21;;;2;2;20;100;0;1;1;;;1;0;1;0
2,018E+11;3;747;;;2;2;17;14;0;2;1;;;2;0;1;0
2,018E+11;3;21;;;2;2;87;430;0;1;1;;;1;0;3;0
2,018E+11;3;22;;;2;2;21;340;0;1;1;;;1;0;1;0
2,018E+11;3;22;;;2;2;14;833;0;1;1;;;1;0;1;0
2,018E+11;3;758;;;2;2;12;408;0;1;1;;;1;0;1;0
2,018E+11;3;118;;;2;2;1;209;0;1;1;;;1;0;1;0
2,018E+11;4;;;;2;2;;;0;1;1;;;1;0;1;0
2,018E+11;3;22;;;2;2;38;100;0;2;1;;;1;0;1;0
2,018E+11;3;51;;;2;2;0;38;0;1;1;;;1;0;1;0
2,018E+11;3;59;;;2;2;16;500;0;1;1;;;1;0;1;0
2,018E+11;3;205;;;2;2;7;390;0;1;3;;;1;0;1;0
2,018E+11;3;758;;;2;2;5;946;0;1;1;;;1;0;1;0
2,018E+11;3;205;;;2;2;9;374;0;1;1;;;1;5;1;0
2,018E+11;3;38;;;0;2;34;280;0;1;1;;;2;0;1;0
2,018E+11;3;17;;;2;2;65;800;0;3;1;;;1;0;1;99
2,018E+11;2;85;;;2;2;36;955;0;1;1;;;1;0;1;99
2,018E+11;3;3;;;2;2;12;377;0;1;3;;;1;0;1;99
2,018E+11;3;900;;A;2;2;13;511;0;2;2;;;1;0;3;0
2,018E+11;3;3;;;2;2;20;443;0;2;2;;;1;0;1;0
2,018E+11;3;17;;;2;2;62;200;0;1;1;;;1;0;1;0
2,018E+11;3;12;;;2;2;7;500;0;1;3;;;1;5;1;0
2,018E+11;2;85;;;2;2;29;150;2;1;1;;;1;0;1;0
2,018E+11;2;85;;;2;2;32;0;0;1;2;;;1;0;1;0
2,018E+11;3;322;;;2;2;2;992;0;1;3;;;1;0;1;0
2,018E+11;2;85;;;2;2;38;0;0;1;1;;;1;0;1;0
2,018E+11;3;900;;;2;2;20;40;0;2;1;;;1;0;1;0
2,018E+11;2;85;;;2;2;36;220;0;1;1;0;0;2;5;1;0
2,018E+11;2;85;;;2;2;40;50;0;1;2;0;0;2;0;1;0
2,018E+11;3;907;;;2;2;18;15;0;1;1;;;1;0;3;99
2,018E+11;3;82;;;2;2;0;730;0;2;2;;;1;0;3;99
2,018E+11;3;82;;;2;2;8;864;0;2;1;;;1;0;1;0
2,018E+11;3;8;;;2;2;51;890;0;2;1;;;1;0;1;99
2,018E+11;3;4;;;2;2;91;413;0;1;3;0;0;1;0;1;0
2,018E+11;3;952;;;2;2;84;755;0;1;1;;;1;0;3;0
2,018E+11;3;952;;;2;2;82;749;0;1;4;0;0;1;0;3;0
2,018E+11;3;952;;;2;2;84;100;0;1;3;;;1;0;1;0
2,018E+11;3;952;;;2;2;73;600;0;2;3;;;1;0;1;0
2,018E+11;3;8;;;2;2;35;500;0;1;2;;;1;0;1;0
2,018E+11;3;315;;;2;2;6;244;0;1;1;;;1;0;1;0
2,018E+11;3;8;;;2;2;47;700;0;1;3;;;1;0;1;0
2,018E+11;3;952;;;2;2;83;400;0;1;1;0;0;2;0;3;0
2,018E+11;2;85;;;2;2;28;200;0;1;1;;;2;0;1;99
2,018E+11;2;85;;;2;2;25;950;0;1;2;;;1;0;3;0
2,018E+11;2;85;;;2;2;19;617;0;1;1;;;1;0;1;0
2,018E+11;3;4;;;2;2;59;800;0;1;1;;;1;0;1;0
2,018E+11;3;4096;;;2;2;48;179;1;2;2;0;0;1;0;1;0
2,018E+11;3;4;;;2;2;45;119;0;1;3;0;0;3;2;3;0
2,018E+11;3;4085;;;2;2;14;744;0;1;1;0;0;1;0;1;0
2,018E+11;2;85;;;2;2;17;200;0;1;1;;;1;0;1;0
2,018E+11;3;4;;;1;1;54;100;0;1;2;;;1;0;1;0
2,018E+11;2;85;;;2;2;20;600;0;1;1;0;0;1;0;1;0
2,018E+11;3;951;;;2;2;44;500;0;2;4;0;0;2;0;3;0
2,018E+11;4;14;;;2;2;;;0;1;1;0;0;1;0;1;0
2,018E+11;3;4;;;2;2;66;350;0;1;1;0;0;1;0;1;0
2,018E+11;3;4;;;2;2;66;60;0;1;1;0;0;1;0;1;0
2,018E+11;3;4096;;;2;2;32;150;0;1;1;0;0;2;0;1;0
2,018E+11;3;591;;;2;2;43;100;0;1;1;0;0;1;0;1;0
2,018E+11;2;85;;;2;2;23;400;0;1;2;0;0;1;0;3;0
2,018E+11;3;4;;;2;2;58;500;0;1;1;0;0;1;0;1;0
2,018E+11;3;4085;;;2;2;14;0;0;1;1;0;0;2;0;1;0
2,018E+11;2;202;;;2;2;1;121;0;1;1;;;1;0;1;99
2,018E+11;2;85;;;2;2;68;488;0;1;2;;;2;0;1;99
2,018E+11;3;17;;;2;2;44;160;0;2;4;;;1;0;3;0
2,018E+11;3;17;;;2;2;44;568;0;1;2;;;1;2;1;0
2,018E+11;3;17;;;2;2;41;574;0;2;3;0;0;1;0;3;0
2,018E+11;3;907;;;2;2;31;857;0;1;3;0;0;1;0;1;0
2,018E+11;3;19;;;2;2;33;894;0;1;1;0;0;1;0;3;0
2,018E+11;3;8;;;2;2;15;950;0;1;3;0;0;9;0;3;0
2,018E+11;3;953;;;2;2;3;30;0;2;3;;;1;0;1;0
2,018E+11;3;907;;;2;2;44;960;0;2;1;;;1;0;1;0
2,018E+11;3;953;;;2;2;2;300;0;2;2;;;1;0;3;0
2,018E+11;2;85;;;2;2;70;100;0;1;1;;;1;0;3;0
2,018E+11;2;85;;;2;2;69;900;0;1;3;;;2;0;3;0
2,018E+11;3;953;;;2;2;2;700;0;2;2;0;0;1;0;3;0
2,018E+11;3;4202;;;2;2;55;100;0;1;3;;;1;0;3;0
2,018E+11;3;4202;;;2;2;52;900;0;1;1;;;1;0;3;0
2,018E+11;3;4202;;;2;2;47;800;0;1;1;;;1;0;1;0
2,018E+11;3;908;;;2;2;2;480;0;1;2;0;0;1;0;3;0
2,018E+11;2;202;;;2;2;;;0;1;2;0;0;7;0;1;0
2,018E+11;3;908;;;2;2;62;12;0;2;2;0;0;1;0;1;0
2,018E+11;4;1;;;2;2;6;500;0;1;1;;;1;0;3;99
2,018E+11;3;56;;;2;2;9;240;0;2;3;;;1;0;1;99
2,018E+11;3;952;;;2;2;58;110;0;1;1;;;1;0;1;0
2,018E+11;6;;;;0;0;;;0;1;1;;;1;0;1;0
2,018E+11;4;;;;2;2;;;0;1;1;;;1;0;3;0
